trackname,artistname,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,time_signature,duration_min,msplayed_min,major_genre,danceability_norm,energy_norm,speechiness_norm,acousticness_norm,instrumentalness_norm,valence_norm,tempo_norm,loudness_norm
2AM,SZA,pop,0.504,0.267,9.0,-13.678,0.0,0.406,0.438,0.0,0.141,0.392,83.966,audio_features,3vZGtceCbJVh5aDT4XhE0p,spotify:track:3vZGtceCbJVh5aDT4XhE0p,https://api.spotify.com/v1/tracks/3vZGtceCbJVh5aDT4XhE0p,https://api.spotify.com/v1/audio-analysis/3vZGtceCbJVh5aDT4XhE0p,4.0,4.047,1.415,Pop,0.516,0.266,0.42,0.44,0.0,0.398,0.355,0.63
2chijou,Hiroyuki Sawano,anime score,0.479,0.476,5.0,-12.218,1.0,0.051,0.134,0.424,0.094,0.274,120.099,audio_features,4R5tBwQiYVPpWKkzzdVmvQ,spotify:track:4R5tBwQiYVPpWKkzzdVmvQ,https://api.spotify.com/v1/tracks/4R5tBwQiYVPpWKkzzdVmvQ,https://api.spotify.com/v1/audio-analysis/4R5tBwQiYVPpWKkzzdVmvQ,4.0,6.793,0.066,Soundtrack/Score,0.491,0.476,0.053,0.135,0.427,0.278,0.508,0.662
2lovely,Griff Clawson,Unknown,0.544,0.342,0.0,-11.686,1.0,0.032,0.818,0.074,0.131,0.161,132.073,audio_features,5E0yYdXdw4Lp8ffTA0KqEX,spotify:track:5E0yYdXdw4Lp8ffTA0KqEX,https://api.spotify.com/v1/tracks/5E0yYdXdw4Lp8ffTA0KqEX,https://api.spotify.com/v1/audio-analysis/5E0yYdXdw4Lp8ffTA0KqEX,4.0,3.083,35.818,Unknown,0.557,0.342,0.033,0.821,0.075,0.163,0.559,0.674
2step,Ed Sheeran,pop,0.763,0.661,4.0,-5.592,0.0,0.056,0.169,0.0,0.117,0.632,95.002,audio_features,2SUxn2O9NHL6GHGQFgwCY0,spotify:track:2SUxn2O9NHL6GHGQFgwCY0,https://api.spotify.com/v1/tracks/2SUxn2O9NHL6GHGQFgwCY0,https://api.spotify.com/v1/audio-analysis/2SUxn2O9NHL6GHGQFgwCY0,4.0,2.56,78.36,Pop,0.782,0.661,0.058,0.17,0.0,0.641,0.402,0.809
2step (feat. Armaan Malik),Ed Sheeran,pop,0.747,0.667,4.0,-5.181,0.0,0.057,0.18,0.0,0.146,0.508,95.0,audio_features,1vf09n9QoDVWhBImRgQQyG,spotify:track:1vf09n9QoDVWhBImRgQQyG,https://api.spotify.com/v1/tracks/1vf09n9QoDVWhBImRgQQyG,https://api.spotify.com/v1/audio-analysis/1vf09n9QoDVWhBImRgQQyG,4.0,2.552,2.552,Pop,0.765,0.667,0.059,0.181,0.0,0.515,0.402,0.818
2step (feat. Lil Baby),Ed Sheeran,pop,0.693,0.643,4.0,-5.867,0.0,0.083,0.138,0.0,0.108,0.477,95.055,audio_features,2UN0lp72LAusrXi8LLVomt,spotify:track:2UN0lp72LAusrXi8LLVomt,https://api.spotify.com/v1/tracks/2UN0lp72LAusrXi8LLVomt,https://api.spotify.com/v1/audio-analysis/2UN0lp72LAusrXi8LLVomt,4.0,2.724,3.023,Pop,0.71,0.643,0.086,0.139,0.0,0.484,0.402,0.803
2z Don Corleon,Lil 2z,dfw rap,0.847,0.444,8.0,-10.167,0.0,0.492,0.336,0.0,0.1,0.667,115.042,audio_features,5DoPoFpGLfEu9KyhbGULMB,spotify:track:5DoPoFpGLfEu9KyhbGULMB,https://api.spotify.com/v1/tracks/5DoPoFpGLfEu9KyhbGULMB,https://api.spotify.com/v1/audio-analysis/5DoPoFpGLfEu9KyhbGULMB,4.0,1.966,1.966,Hip-Hop/Rap,0.868,0.444,0.509,0.337,0.0,0.676,0.487,0.708
3 Peg,Sharry Mann,punjabi pop,0.69,0.926,0.0,-0.223,0.0,0.253,0.14,0.0,0.112,0.791,167.927,audio_features,3G8o2zm7LaF6eeVuvLlrkJ,spotify:track:3G8o2zm7LaF6eeVuvLlrkJ,https://api.spotify.com/v1/tracks/3G8o2zm7LaF6eeVuvLlrkJ,https://api.spotify.com/v1/audio-analysis/3G8o2zm7LaF6eeVuvLlrkJ,4.0,3.407,13.026,Pop,0.707,0.927,0.262,0.141,0.0,0.802,0.711,0.928
"3,000 Miles From Home.",Ben Zaidi,folk-pop,0.713,0.418,2.0,-9.035,1.0,0.052,0.5,0.001,0.119,0.527,84.041,audio_features,2AUvwye5K9DWdXOqlX1i0l,spotify:track:2AUvwye5K9DWdXOqlX1i0l,https://api.spotify.com/v1/tracks/2AUvwye5K9DWdXOqlX1i0l,https://api.spotify.com/v1/audio-analysis/2AUvwye5K9DWdXOqlX1i0l,4.0,2.642,13.151,Pop,0.731,0.418,0.054,0.502,0.001,0.534,0.356,0.733
"30,000 Feet",Ben Rector,acoustic pop,0.555,0.452,0.0,-9.636,1.0,0.055,0.694,0.0,0.06,0.321,179.921,audio_features,0KF5nzdiqZlxVK68MPITst,spotify:track:0KF5nzdiqZlxVK68MPITst,https://api.spotify.com/v1/tracks/0KF5nzdiqZlxVK68MPITst,https://api.spotify.com/v1/audio-analysis/0KF5nzdiqZlxVK68MPITst,4.0,4.282,52.637,Pop,0.569,0.452,0.057,0.697,0.0,0.326,0.762,0.719
30/90,Andrew Garfield,Unknown,0.466,0.789,0.0,-5.956,1.0,0.066,0.015,0.0,0.064,0.36,175.772,audio_features,55MIRLbZzpYSmMlRt9ZDWM,spotify:track:55MIRLbZzpYSmMlRt9ZDWM,https://api.spotify.com/v1/tracks/55MIRLbZzpYSmMlRt9ZDWM,https://api.spotify.com/v1/audio-analysis/55MIRLbZzpYSmMlRt9ZDWM,4.0,4.375,42.658,Unknown,0.477,0.79,0.069,0.015,0.0,0.365,0.744,0.801
3005,Childish Gambino,atl hip hop,0.664,0.447,6.0,-7.272,0.0,0.289,0.112,0.0,0.091,0.659,83.138,audio_features,5cc9Zbfp9u10sfJeKZ3h16,spotify:track:5cc9Zbfp9u10sfJeKZ3h16,https://api.spotify.com/v1/tracks/5cc9Zbfp9u10sfJeKZ3h16,https://api.spotify.com/v1/audio-analysis/5cc9Zbfp9u10sfJeKZ3h16,4.0,3.904,2.787,Hip-Hop/Rap,0.68,0.447,0.299,0.112,0.0,0.668,0.352,0.772
3:15,Bazzi,pop,0.651,0.654,1.0,-5.481,1.0,0.047,0.385,0.0,0.181,0.539,141.975,audio_features,6pmZMP2ET1OJi5rKfLO8jD,spotify:track:6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/tracks/6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/audio-analysis/6pmZMP2ET1OJi5rKfLO8jD,4.0,2.784,2.784,Pop,0.667,0.654,0.048,0.387,0.0,0.547,0.601,0.812
4am,girl in red,alt z,0.418,0.392,9.0,-13.771,1.0,0.038,0.663,0.335,0.204,0.295,168.902,audio_features,75enpZYDT6k0PNKu6SJ4W5,spotify:track:75enpZYDT6k0PNKu6SJ4W5,https://api.spotify.com/v1/tracks/75enpZYDT6k0PNKu6SJ4W5,https://api.spotify.com/v1/audio-analysis/75enpZYDT6k0PNKu6SJ4W5,4.0,1.848,0.312,Pop,0.428,0.392,0.04,0.666,0.337,0.299,0.715,0.628
4u,blackbear,pop,0.776,0.513,5.0,-6.757,1.0,0.087,0.392,0.0,0.064,0.813,153.934,audio_features,1XcXhu1X0xBFMDFyq0b7Ue,spotify:track:1XcXhu1X0xBFMDFyq0b7Ue,https://api.spotify.com/v1/tracks/1XcXhu1X0xBFMDFyq0b7Ue,https://api.spotify.com/v1/audio-analysis/1XcXhu1X0xBFMDFyq0b7Ue,4.0,2.643,5.936,Pop,0.795,0.513,0.09,0.394,0.0,0.825,0.652,0.783
5 Taara,Diljit Dosanjh,filmi,0.687,0.855,4.0,-2.837,0.0,0.109,0.13,0.0,0.311,0.659,167.947,audio_features,4OFiDV3YIUVwMUNsXRnqeV,spotify:track:4OFiDV3YIUVwMUNsXRnqeV,https://api.spotify.com/v1/tracks/4OFiDV3YIUVwMUNsXRnqeV,https://api.spotify.com/v1/audio-analysis/4OFiDV3YIUVwMUNsXRnqeV,4.0,2.974,0.123,Bollywood/Indian,0.704,0.856,0.113,0.131,0.0,0.668,0.711,0.87
5 dollars,Christine and the Queens,art pop,0.726,0.654,2.0,-6.201,1.0,0.042,0.424,0.0,0.067,0.624,129.013,audio_features,5KO53tfiVN6daF4w6twc63,spotify:track:5KO53tfiVN6daF4w6twc63,https://api.spotify.com/v1/tracks/5KO53tfiVN6daF4w6twc63,https://api.spotify.com/v1/audio-analysis/5KO53tfiVN6daF4w6twc63,4.0,3.472,3.472,Pop,0.744,0.654,0.044,0.426,0.0,0.633,0.546,0.796
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",Arya Acharya,Unknown,0.521,0.837,7.0,-4.501,1.0,0.079,0.059,0.0,0.157,0.48,106.001,audio_features,1FSYDJAlyHAabWhiGgYfDq,spotify:track:1FSYDJAlyHAabWhiGgYfDq,https://api.spotify.com/v1/tracks/1FSYDJAlyHAabWhiGgYfDq,https://api.spotify.com/v1/audio-analysis/1FSYDJAlyHAabWhiGgYfDq,4.0,76.358,1.153,Unknown,0.534,0.838,0.082,0.06,0.0,0.487,0.449,0.833
52-Hearts,Hikaru Station,japanese vgm,0.285,0.803,1.0,-6.128,1.0,0.158,0.714,0.0,0.05,0.182,95.806,audio_features,5KocKlvTHArD4PQSaxuEZz,spotify:track:5KocKlvTHArD4PQSaxuEZz,https://api.spotify.com/v1/tracks/5KocKlvTHArD4PQSaxuEZz,https://api.spotify.com/v1/audio-analysis/5KocKlvTHArD4PQSaxuEZz,4.0,5.28,0.131,Other,0.292,0.804,0.164,0.717,0.0,0.185,0.406,0.797
5am in cairo,"oh, the joy.",sleep,0.751,0.193,3.0,-15.902,1.0,0.045,0.936,0.94,0.11,0.219,113.987,audio_features,1HO5CGNK9d9zGUXpDAxigN,spotify:track:1HO5CGNK9d9zGUXpDAxigN,https://api.spotify.com/v1/tracks/1HO5CGNK9d9zGUXpDAxigN,https://api.spotify.com/v1/audio-analysis/1HO5CGNK9d9zGUXpDAxigN,4.0,2.955,8.864,Lo-Fi/Chill,0.769,0.192,0.046,0.94,0.947,0.222,0.483,0.58
6 Underground,Sneaker Pimps,electronica,0.587,0.687,1.0,-8.635,0.0,0.051,0.028,0.14,0.121,0.402,169.938,audio_features,7KvSuH86lIT2aTl9PBCAfd,spotify:track:7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/tracks/7KvSuH86lIT2aTl9PBCAfd,https://api.spotify.com/v1/audio-analysis/7KvSuH86lIT2aTl9PBCAfd,4.0,3.814,3.814,EDM,0.601,0.687,0.053,0.028,0.141,0.408,0.719,0.742
608,Carlie Hanson,alt z,0.614,0.511,11.0,-8.758,0.0,0.029,0.673,0.002,0.339,0.486,148.024,audio_features,2YTsqpMJvfwPxDP7RuXjD2,spotify:track:2YTsqpMJvfwPxDP7RuXjD2,https://api.spotify.com/v1/tracks/2YTsqpMJvfwPxDP7RuXjD2,https://api.spotify.com/v1/audio-analysis/2YTsqpMJvfwPxDP7RuXjD2,3.0,3.413,36.806,Pop,0.629,0.511,0.03,0.676,0.002,0.493,0.627,0.739
6AM,Fly By Midnight,singer-songwriter pop,0.637,0.885,5.0,-4.522,1.0,0.027,0.032,0.0,0.107,0.613,127.027,audio_features,5zYqSr9RtfujCy72aCGYEC,spotify:track:5zYqSr9RtfujCy72aCGYEC,https://api.spotify.com/v1/tracks/5zYqSr9RtfujCy72aCGYEC,https://api.spotify.com/v1/audio-analysis/5zYqSr9RtfujCy72aCGYEC,4.0,3.182,3.163,Pop,0.653,0.886,0.028,0.032,0.0,0.622,0.538,0.833
7 Minutes,Dean Lewis,australian pop,0.613,0.739,10.0,-6.478,1.0,0.031,0.526,0.0,0.149,0.712,104.966,audio_features,6FYbr9QzRoZPh0Re8lDO9z,spotify:track:6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/tracks/6FYbr9QzRoZPh0Re8lDO9z,https://api.spotify.com/v1/audio-analysis/6FYbr9QzRoZPh0Re8lDO9z,4.0,3.524,50.828,Pop,0.628,0.739,0.032,0.528,0.0,0.722,0.444,0.789
7 Years,Lukas Graham,danish pop,0.765,0.473,10.0,-5.829,1.0,0.051,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,4.0,3.955,74.765,Pop,0.784,0.473,0.053,0.288,0.0,0.345,0.508,0.804
772 Love,YNW Melly,melodic rap,0.676,0.623,6.0,-7.297,0.0,0.035,0.226,0.0,0.159,0.347,111.466,audio_features,230wNo1dnexltKYQbsW7oD,spotify:track:230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/tracks/230wNo1dnexltKYQbsW7oD,https://api.spotify.com/v1/audio-analysis/230wNo1dnexltKYQbsW7oD,4.0,3.491,3.491,Hip-Hop/Rap,0.693,0.623,0.036,0.227,0.0,0.352,0.472,0.771
7UP,Boy In Space,alt z,0.618,0.47,0.0,-7.379,1.0,0.027,0.017,0.0,0.111,0.228,135.034,audio_features,3PRqiN41BIPkeai16CWjqy,spotify:track:3PRqiN41BIPkeai16CWjqy,https://api.spotify.com/v1/tracks/3PRqiN41BIPkeai16CWjqy,https://api.spotify.com/v1/audio-analysis/3PRqiN41BIPkeai16CWjqy,4.0,3.393,76.164,Pop,0.633,0.47,0.028,0.017,0.0,0.231,0.572,0.769
8 Letters,Why Dont We,boy band,0.607,0.478,1.0,-5.702,0.0,0.031,0.649,0.0,0.093,0.255,88.979,audio_features,4zRZAmBQP8vhNPf9i9opXt,spotify:track:4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/tracks/4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/audio-analysis/4zRZAmBQP8vhNPf9i9opXt,4.0,3.167,25.822,Pop,0.622,0.478,0.032,0.652,0.0,0.259,0.377,0.807
85%,Loote,alt z,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368,140.017,audio_features,5teOR8KU4XNWY2WlVUDiIR,spotify:track:5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/tracks/5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/audio-analysis/5teOR8KU4XNWY2WlVUDiIR,4.0,2.902,7.733,Pop,0.588,0.651,0.048,0.347,0.0,0.373,0.593,0.765
9 to 5,Young Ejecta,solipsynthm,0.659,0.834,8.0,-5.715,1.0,0.039,0.232,0.55,0.236,0.607,116.048,audio_features,0DXaw9Hm2k8KNIF7cnCzvH,spotify:track:0DXaw9Hm2k8KNIF7cnCzvH,https://api.spotify.com/v1/tracks/0DXaw9Hm2k8KNIF7cnCzvH,https://api.spotify.com/v1/audio-analysis/0DXaw9Hm2k8KNIF7cnCzvH,4.0,3.654,1.007,Other,0.675,0.835,0.04,0.233,0.554,0.616,0.491,0.806
90210 (feat. G-Eazy),blackbear,pop,0.707,0.707,11.0,-6.161,0.0,0.038,0.031,0.0,0.127,0.231,104.039,audio_features,4hdog9vyyqG9pcppG2Izek,spotify:track:4hdog9vyyqG9pcppG2Izek,https://api.spotify.com/v1/tracks/4hdog9vyyqG9pcppG2Izek,https://api.spotify.com/v1/audio-analysis/4hdog9vyyqG9pcppG2Izek,4.0,3.722,3.721,Pop,0.724,0.707,0.039,0.031,0.0,0.234,0.44,0.796
911,Ellise,alt z,0.765,0.53,10.0,-7.18,0.0,0.083,0.509,0.0,0.117,0.529,130.104,audio_features,23KVefoON2iEz1dh940quQ,spotify:track:23KVefoON2iEz1dh940quQ,https://api.spotify.com/v1/tracks/23KVefoON2iEz1dh940quQ,https://api.spotify.com/v1/audio-analysis/23KVefoON2iEz1dh940quQ,4.0,3.14,53.906,Pop,0.784,0.53,0.086,0.511,0.0,0.537,0.551,0.774
:( (sad face),Bahari,alt z,0.661,0.552,8.0,-8.015,0.0,0.028,0.242,0.0,0.095,0.408,110.072,audio_features,0C2XDhJ1pZQnsceOJXg71d,spotify:track:0C2XDhJ1pZQnsceOJXg71d,https://api.spotify.com/v1/tracks/0C2XDhJ1pZQnsceOJXg71d,https://api.spotify.com/v1/audio-analysis/0C2XDhJ1pZQnsceOJXg71d,4.0,3.136,28.342,Pop,0.677,0.552,0.029,0.243,0.0,0.414,0.466,0.755
@ my worst,blackbear,pop,0.615,0.774,4.0,-5.152,0.0,0.055,0.017,0.0,0.15,0.336,136.887,audio_features,0mHGftgYtmpH4y17T3VZ2E,spotify:track:0mHGftgYtmpH4y17T3VZ2E,https://api.spotify.com/v1/tracks/0mHGftgYtmpH4y17T3VZ2E,https://api.spotify.com/v1/audio-analysis/0mHGftgYtmpH4y17T3VZ2E,4.0,3.189,95.482,Pop,0.63,0.775,0.057,0.017,0.0,0.341,0.58,0.819
A Better Place,Project AER,ambient guitar,0.496,0.255,9.0,-17.984,1.0,0.028,0.937,0.845,0.091,0.081,141.961,audio_features,2oC9Ah7npALCCPW5DC1gob,spotify:track:2oC9Ah7npALCCPW5DC1gob,https://api.spotify.com/v1/tracks/2oC9Ah7npALCCPW5DC1gob,https://api.spotify.com/v1/audio-analysis/2oC9Ah7npALCCPW5DC1gob,4.0,2.0,2.0,Other,0.508,0.254,0.029,0.941,0.851,0.082,0.601,0.534
A Dangerous Thing,AURORA,art pop,0.541,0.556,11.0,-6.15,0.0,0.036,0.465,0.0,0.116,0.106,105.886,audio_features,0PDlmmYkuQCUAFhMXvtlsU,spotify:track:0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/tracks/0PDlmmYkuQCUAFhMXvtlsU,https://api.spotify.com/v1/audio-analysis/0PDlmmYkuQCUAFhMXvtlsU,4.0,3.593,32.426,Pop,0.554,0.556,0.037,0.467,0.0,0.108,0.448,0.797
A Different Way (with Lauv),DJ Snake,edm,0.784,0.757,8.0,-3.912,1.0,0.038,0.495,0.0,0.142,0.587,104.996,audio_features,1YMBg7rOjxzbya0fPOYfNX,spotify:track:1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/tracks/1YMBg7rOjxzbya0fPOYfNX,https://api.spotify.com/v1/audio-analysis/1YMBg7rOjxzbya0fPOYfNX,4.0,3.305,1.101,EDM,0.803,0.757,0.04,0.497,0.0,0.595,0.445,0.846
A Drug From God,Chris Lake,bass house,0.714,0.883,9.0,-4.43,1.0,0.062,0.008,0.843,0.231,0.819,126.016,audio_features,4skbQNtyjy8A7mo8oqe2oD,spotify:track:4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/tracks/4skbQNtyjy8A7mo8oqe2oD,https://api.spotify.com/v1/audio-analysis/4skbQNtyjy8A7mo8oqe2oD,4.0,3.208,3.208,EDM,0.732,0.884,0.065,0.008,0.849,0.831,0.534,0.835
A Gift Of A Thistle,James Horner,orchestral soundtrack,0.083,0.012,9.0,-36.045,0.0,0.045,0.9,0.812,0.088,0.058,169.895,audio_features,3Yvi5NkUrSppVwrMHYkB6u,spotify:track:3Yvi5NkUrSppVwrMHYkB6u,https://api.spotify.com/v1/tracks/3Yvi5NkUrSppVwrMHYkB6u,https://api.spotify.com/v1/audio-analysis/3Yvi5NkUrSppVwrMHYkB6u,3.0,1.628,1.626,Classical,0.085,0.011,0.047,0.904,0.818,0.059,0.719,0.133
A Little Bit Yours,JP Saxe,alt z,0.598,0.295,1.0,-8.553,1.0,0.028,0.735,0.0,0.107,0.314,87.025,audio_features,00cBcYOlnHoXX9ver3cmdE,spotify:track:00cBcYOlnHoXX9ver3cmdE,https://api.spotify.com/v1/tracks/00cBcYOlnHoXX9ver3cmdE,https://api.spotify.com/v1/audio-analysis/00cBcYOlnHoXX9ver3cmdE,4.0,3.761,1.656,Pop,0.613,0.295,0.029,0.738,0.0,0.318,0.368,0.743
A Little Braver,New Empire,Unknown,0.497,0.425,2.0,-8.317,1.0,0.032,0.771,0.0,0.109,0.234,148.074,audio_features,16etWeo0rOinAg5lTy5hCD,spotify:track:16etWeo0rOinAg5lTy5hCD,https://api.spotify.com/v1/tracks/16etWeo0rOinAg5lTy5hCD,https://api.spotify.com/v1/audio-analysis/16etWeo0rOinAg5lTy5hCD,4.0,3.448,46.456,Unknown,0.509,0.425,0.034,0.774,0.0,0.237,0.627,0.749
A Little Longer,Sammieforreal,Unknown,0.405,0.273,4.0,-18.285,0.0,0.052,0.306,0.448,0.217,0.187,79.91,audio_features,2EbVt97m6KzG0medUfHOHo,spotify:track:2EbVt97m6KzG0medUfHOHo,https://api.spotify.com/v1/tracks/2EbVt97m6KzG0medUfHOHo,https://api.spotify.com/v1/audio-analysis/2EbVt97m6KzG0medUfHOHo,4.0,4.356,463.062,Unknown,0.415,0.272,0.053,0.307,0.451,0.19,0.338,0.527
A Little Messed Up,june,Unknown,0.773,0.528,4.0,-7.876,0.0,0.055,0.694,0.0,0.478,0.363,96.06,audio_features,5iDaEbPX8Lq2evx3ZpAgQU,spotify:track:5iDaEbPX8Lq2evx3ZpAgQU,https://api.spotify.com/v1/tracks/5iDaEbPX8Lq2evx3ZpAgQU,https://api.spotify.com/v1/audio-analysis/5iDaEbPX8Lq2evx3ZpAgQU,4.0,2.8,32.265,Unknown,0.792,0.528,0.057,0.697,0.0,0.368,0.407,0.758
A Little More,Catie Turner,alt z,0.792,0.484,4.0,-9.897,1.0,0.192,0.477,0.0,0.106,0.245,96.939,audio_features,2thRPgNgcWAwAYxP4HWdji,spotify:track:2thRPgNgcWAwAYxP4HWdji,https://api.spotify.com/v1/tracks/2thRPgNgcWAwAYxP4HWdji,https://api.spotify.com/v1/audio-analysis/2thRPgNgcWAwAYxP4HWdji,4.0,3.742,102.644,Pop,0.811,0.484,0.199,0.479,0.0,0.248,0.41,0.714
A Little Piece of Heaven,Avenged Sevenfold,alternative metal,0.486,0.881,2.0,-5.623,0.0,0.047,0.024,0.0,0.429,0.667,144.997,audio_features,1BLfQ6dPXmuDrFmbdfW7Jl,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/tracks/1BLfQ6dPXmuDrFmbdfW7Jl,https://api.spotify.com/v1/audio-analysis/1BLfQ6dPXmuDrFmbdfW7Jl,4.0,8.012,0.676,Rock/Metal,0.498,0.882,0.049,0.024,0.0,0.676,0.614,0.808
A Million Dreams,Ziv Zaifman,show tunes,0.265,0.312,7.0,-11.689,1.0,0.057,0.243,0.0,0.089,0.1,54.747,audio_features,0RoA7ObU6phWpqhlC9zH4Z,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/tracks/0RoA7ObU6phWpqhlC9zH4Z,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,3.0,4.491,4.491,Other,0.272,0.312,0.059,0.244,0.0,0.101,0.232,0.674
A Million Dreams (Reprise),Austyn Johnson,show tunes,0.253,0.139,6.0,-17.067,1.0,0.041,0.726,0.0,0.269,0.102,74.369,audio_features,66y7x28jXOPrcmu3D5Zjh6,spotify:track:66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/tracks/66y7x28jXOPrcmu3D5Zjh6,https://api.spotify.com/v1/audio-analysis/66y7x28jXOPrcmu3D5Zjh6,3.0,1.008,1.008,Other,0.259,0.138,0.043,0.729,0.0,0.103,0.315,0.554
A Moment Apart,ODESZA,chillwave,0.515,0.663,7.0,-7.896,0.0,0.033,0.179,0.668,0.494,0.076,120.024,audio_features,59wlTaYOL5tDUgXnbBQ3my,spotify:track:59wlTaYOL5tDUgXnbBQ3my,https://api.spotify.com/v1/tracks/59wlTaYOL5tDUgXnbBQ3my,https://api.spotify.com/v1/audio-analysis/59wlTaYOL5tDUgXnbBQ3my,4.0,3.904,5.014,Lo-Fi/Chill,0.528,0.663,0.034,0.18,0.673,0.077,0.508,0.758
A New Beginning,Yasumu,lo-fi study,0.695,0.287,0.0,-14.608,1.0,0.05,0.771,0.904,0.362,0.379,128.028,audio_features,0xtbVIWkbfu5G6TgCVmvVn,spotify:track:0xtbVIWkbfu5G6TgCVmvVn,https://api.spotify.com/v1/tracks/0xtbVIWkbfu5G6TgCVmvVn,https://api.spotify.com/v1/audio-analysis/0xtbVIWkbfu5G6TgCVmvVn,4.0,2.39,2.39,Lo-Fi/Chill,0.712,0.287,0.052,0.774,0.91,0.384,0.542,0.609
A Night to Remember,High School Musical Cast,post-teen pop,0.798,0.904,0.0,-3.316,0.0,0.048,0.075,0.0,0.052,0.966,135.008,audio_features,3RuXekS5criwismaaj87iF,spotify:track:3RuXekS5criwismaaj87iF,https://api.spotify.com/v1/tracks/3RuXekS5criwismaaj87iF,https://api.spotify.com/v1/audio-analysis/3RuXekS5criwismaaj87iF,4.0,3.94,25.242,Pop,0.818,0.905,0.049,0.075,0.0,0.98,0.572,0.86
A Night to Remember - Original Version,High School Musical Cast,post-teen pop,0.798,0.904,0.0,-3.316,0.0,0.048,0.075,0.0,0.052,0.966,135.008,audio_features,2BHu6HOFXgHR936cj10XIi,spotify:track:2BHu6HOFXgHR936cj10XIi,https://api.spotify.com/v1/tracks/2BHu6HOFXgHR936cj10XIi,https://api.spotify.com/v1/audio-analysis/2BHu6HOFXgHR936cj10XIi,4.0,3.94,13.875,Pop,0.818,0.905,0.049,0.075,0.0,0.98,0.572,0.86
A Place Among the Stars,Hans Zimmer,german soundtrack,0.171,0.032,4.0,-25.382,0.0,0.043,0.97,0.87,0.076,0.028,70.821,audio_features,7KNoh3Bn4QfgkIGBywkAB0,spotify:track:7KNoh3Bn4QfgkIGBywkAB0,https://api.spotify.com/v1/tracks/7KNoh3Bn4QfgkIGBywkAB0,https://api.spotify.com/v1/audio-analysis/7KNoh3Bn4QfgkIGBywkAB0,3.0,3.452,27.849,Soundtrack/Score,0.175,0.031,0.045,0.974,0.876,0.029,0.3,0.37
A Sky Full of Stars,Taron Egerton,hollywood,0.44,0.676,6.0,-7.57,1.0,0.058,0.152,0.02,0.108,0.429,125.013,audio_features,2VeLdiYiILcCOEV0izfzEW,spotify:track:2VeLdiYiILcCOEV0izfzEW,https://api.spotify.com/v1/tracks/2VeLdiYiILcCOEV0izfzEW,https://api.spotify.com/v1/audio-analysis/2VeLdiYiILcCOEV0izfzEW,4.0,3.441,6.214,Soundtrack/Score,0.451,0.676,0.06,0.153,0.02,0.435,0.529,0.765
A Soulmate Who Wasn’t Meant to Be,Jess Benko,gen z singer-songwriter,0.571,0.027,9.0,-20.274,0.0,0.065,0.948,0.0,0.322,0.087,124.209,audio_features,0gOz9JUXsaKVzLTSmFDtdo,spotify:track:0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/tracks/0gOz9JUXsaKVzLTSmFDtdo,https://api.spotify.com/v1/audio-analysis/0gOz9JUXsaKVzLTSmFDtdo,3.0,5.276,152.669,Pop,0.585,0.026,0.067,0.952,0.0,0.088,0.526,0.483
A wild river to take you home,Black Hill,instrumental post-rock,0.458,0.361,6.0,-12.066,0.0,0.035,0.825,0.913,0.103,0.231,86.966,audio_features,0UFkbnxj34vZVgwwEDy29e,spotify:track:0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/tracks/0UFkbnxj34vZVgwwEDy29e,https://api.spotify.com/v1/audio-analysis/0UFkbnxj34vZVgwwEDy29e,4.0,3.826,3.826,Rock/Metal,0.469,0.361,0.037,0.828,0.919,0.234,0.368,0.665
